Instruction Number,Instruction ,Number of Constraints,Constraints
36,Write a 500 word story about a character who loses one of their five senses but learns to live better for it.,23,"1. The character’s lost sense must be conveyed in the first 50 words of the story.
2. Detail exactly how the sense was lost through a flashback midway through the text.
3. Introduce a mentor figure who has adapted to a similar loss.
4. The character must initially reject the mentor’s advice.
5. Include a pivotal incident that changes the character’s perspective on their loss.
6. The character must develop a newfound talent compensating for the lost sense.
7. Describe three specific instances where the character uses their enhanced abilities to solve problems.
8. The story must switch perspectives between two timelines: before and after the loss.
9. All dialogue in the story must take place in a setting linked to the lost sense (e.g., if they lost their sense of taste, scenes with dialogue should happen in a kitchen or restaurant).
10. The story must include a small child who unknowingly teaches the protagonist a valuable lesson related to their condition.
11. The text should include sensory descriptions that compensate for the character's lost sense.
12. The story must avoid direct mentions of the specific sense lost until the flashback sequence.
13. The character must encounter a situation where their other senses are temporarily impaired, heightening their new ability.
14. Integrate a supporting character who is skeptical of the protagonist’s new way of living.
15. Conclude with a marked improvement in the character's lifestyle or career due to the compensation for their lost sense.
16. Use a non-linear narrative, requiring readers to piece together the chronological order of events.
17. Incorporate the recurring motif of an object that symbolizes the lost sense.
18. The story should be structured with alternating paragraphs representing 'before' and 'after' the loss.
19. The character must face and overcome a significant social challenge related to their loss.
20. The story must employ a minimalist dialogue style, focusing more on internal monologue and description.
21. Include a secondary character who experiences the same loss through the course of the story, mirroring the main character’s journey.
22. The character must refuse a medical or technological solution to their loss.
23. The climax of the story must involve a public demonstration of the character’s newfound abilities."
36,Write a 500 word story about a character who loses one of their five senses but learns to live better for it.,31,"1. The character’s lost sense must be conveyed in the first 50 words of the story.
2. Detail exactly how the sense was lost through a flashback midway through the text.
3. Introduce a mentor figure who has adapted to a similar loss.
4. The character must initially reject the mentor’s advice.
5. Include a pivotal incident that changes the character’s perspective on their loss.
6. The character must develop a newfound talent compensating for the lost sense.
7. Describe three specific instances where the character uses their enhanced abilities to solve problems.
8. The story must switch perspectives between two timelines: before and after the loss.
9. All dialogue in the story must take place in a setting linked to the lost sense (e.g., if they lost their sense of taste, scenes with dialogue should happen in a kitchen or restaurant).
10. The story must include a small child who unknowingly teaches the protagonist a valuable lesson related to their condition.
11. The text should include sensory descriptions that compensate for the character's lost sense.
12. The story must avoid direct mentions of the specific sense lost until the flashback sequence.
13. The character must encounter a situation where their other senses are temporarily impaired, heightening their new ability.
14. Integrate a supporting character who is skeptical of the protagonist’s new way of living.
15. Conclude with a marked improvement in the character's lifestyle or career due to the compensation for their lost sense.
16. Use a non-linear narrative, requiring readers to piece together the chronological order of events.
17. Incorporate the recurring motif of an object that symbolizes the lost sense.
18. The story should be structured with alternating paragraphs representing 'before' and 'after' the loss.
19. The character must face and overcome a significant social challenge related to their loss.
20. The story must employ a minimalist dialogue style, focusing more on internal monologue and description.
21. Include a secondary character who experiences the same loss through the course of the story, mirroring the main character’s journey.
22. The character must refuse a medical or technological solution to their loss.
23. The climax of the story must involve a public demonstration of the character’s newfound abilities.
24. Introduce an antagonist who doubts the protagonist’s ability to adapt.
25. The story must be written in present tense to amplify immediacy and connection with the character’s experiences.
26. The character must live in a big city, highlighting the challenges of losing a sense in a sensory-overloaded environment.
27. The narrative must subtly incorporate the five stages of grief as the character comes to terms with their loss.
28. The story should contain at least three metaphors relating to vision, irrespective of the sense lost.
29. The protagonist must have a hobby that is severely impacted by the loss of the sense.
30. A turning point in the story should involve a natural element (e.g., rain, wind) forcing the character to use their enhanced abilities.
31. The story must include a cultural or societal event that emphasizes the character’s growth."
36,Write a 500 word story about a character who loses one of their five senses but learns to live better for it.,39,"1. The character’s lost sense must be conveyed in the first 50 words of the story.
2. Detail exactly how the sense was lost through a flashback midway through the text.
3. Introduce a mentor figure who has adapted to a similar loss.
4. The character must initially reject the mentor’s advice.
5. Include a pivotal incident that changes the character’s perspective on their loss.
6. The character must develop a newfound talent compensating for the lost sense.
7. Describe three specific instances where the character uses their enhanced abilities to solve problems.
8. The story must switch perspectives between two timelines: before and after the loss.
9. All dialogue in the story must take place in a setting linked to the lost sense (e.g., if they lost their sense of taste, scenes with dialogue should happen in a kitchen or restaurant).
10. The story must include a small child who unknowingly teaches the protagonist a valuable lesson related to their condition.
11. The text should include sensory descriptions that compensate for the character's lost sense.
12. The story must avoid direct mentions of the specific sense lost until the flashback sequence.
13. The character must encounter a situation where their other senses are temporarily impaired, heightening their new ability.
14. Integrate a supporting character who is skeptical of the protagonist’s new way of living.
15. Conclude with a marked improvement in the character's lifestyle or career due to the compensation for their lost sense.
16. Use a non-linear narrative, requiring readers to piece together the chronological order of events.
17. Incorporate the recurring motif of an object that symbolizes the lost sense.
18. The story should be structured with alternating paragraphs representing 'before' and 'after' the loss.
19. The character must face and overcome a significant social challenge related to their loss.
20. The story must employ a minimalist dialogue style, focusing more on internal monologue and description.
21. Include a secondary character who experiences the same loss through the course of the story, mirroring the main character’s journey.
22. The character must refuse a medical or technological solution to their loss.
23. The climax of the story must involve a public demonstration of the character’s newfound abilities.
24. Introduce an antagonist who doubts the protagonist’s ability to adapt.
25. The story must be written in present tense to amplify immediacy and connection with the character’s experiences.
26. The character must live in a big city, highlighting the challenges of losing a sense in a sensory-overloaded environment.
27. The narrative must subtly incorporate the five stages of grief as the character comes to terms with their loss.
28. The story should contain at least three metaphors relating to vision, irrespective of the sense lost.
29. The protagonist must have a hobby that is severely impacted by the loss of the sense.
30. A turning point in the story should involve a natural element (e.g., rain, wind) forcing the character to use their enhanced abilities.
31. The story must include a cultural or societal event that emphasizes the character’s growth.
32. All characters' names must start with the same letter as the lost sense.
33. Include a scene where the character teaches someone else how to cope with a similar loss.
34. The story must include exactly three significant locations that play a vital role in the narrative development.
35. None of the characters can directly mention the sense that is lost until after the character has accepted their new situation.
36. The story must incorporate the use of symbolism through natural elements or weather patterns.
37. A critical dialogue must occur in the dark or in a setting otherwise devoid of sensory stimuli.
38. The story should conclude with an open-ended philosophical question posed by the protagonist.
39. At some point, the protagonist must encounter a piece of art that profoundly impacts their understanding of their condition."
37,Write a 500 word story about a character learning that his concept of love is unhealthy.,7,"1. The character must be in their late twenties and have at least three failed relationships in the past.
2. The story should start in a therapist's office where the character is seeking advice.
3. Include at least two flashbacks that reveal pivotal moments in previous relationships.
4. The character must have a misconception that love is entirely self-sacrificial.
5. Introduce a minor character who exemplifies a healthier concept of love.
6. The dialogue between the main character and the therapist should constitute at least 30% of the story.
7. Each flashback must correlate directly with advice the therapist provides."
37,Write a 500 word story about a character learning that his concept of love is unhealthy.,15,"1. The character must be in their late twenties and have at least three failed relationships in the past.
2. The story should start in a therapist's office where the character is seeking advice.
3. Include at least two flashbacks that reveal pivotal moments in previous relationships.
4. The character must have a misconception that love is entirely self-sacrificial.
5. Introduce a minor character who exemplifies a healthier concept of love.
6. The dialogue between the main character and the therapist should constitute at least 30% of the story.
7. Each flashback must correlate directly with advice the therapist provides.
8. The setting must change three times: the therapist's office, the character's home, and a public place where one of the past relationships unfolded.
9. The character should have a hobby that metaphorically mirrors their flawed view of love (e.g., overwatering plants).
10. Include a scene where the character observes a couple displaying healthy relationship dynamics.
11. The story must incorporate the use of symbolic objects that represent the character’s growth or lack thereof.
12. Use at least three different literary devices (e.g., metaphor, simile, personification) to depict emotions.
13. The character’s epiphany about their unhealthy love concept must come through an unintended interaction.
14. The character must face a situation that temptingly mirrors their old habits of love.
15. The story must include an external conflict that pressures the character to revert to their old understanding of love."
37,Write a 500 word story about a character learning that his concept of love is unhealthy.,23,"1. The character must be in their late twenties and have at least three failed relationships in the past.
2. The story should start in a therapist's office where the character is seeking advice.
3. Include at least two flashbacks that reveal pivotal moments in previous relationships.
4. The character must have a misconception that love is entirely self-sacrificial.
5. Introduce a minor character who exemplifies a healthier concept of love.
6. The dialogue between the main character and the therapist should constitute at least 30% of the story.
7. Each flashback must correlate directly with advice the therapist provides.
8. The setting must change three times: the therapist's office, the character's home, and a public place where one of the past relationships unfolded.
9. The character should have a hobby that metaphorically mirrors their flawed view of love (e.g., overwatering plants).
10. Include a scene where the character observes a couple displaying healthy relationship dynamics.
11. The story must incorporate the use of symbolic objects that represent the character’s growth or lack thereof.
12. Use at least three different literary devices (e.g., metaphor, simile, personification) to depict emotions.
13. The character’s epiphany about their unhealthy love concept must come through an unintended interaction.
14. The character must face a situation that temptingly mirrors their old habits of love.
15. The story must include an external conflict that pressures the character to revert to their old understanding of love.
16. The dialogue must contain subtle foreshadowing of the character's realization.
17. At least one conversation must occur over a significant meal that metaphorically represents the theme of nourishment in relationships.
18. Incorporate a dream sequence that reflects the character's internal struggle with their concept of love.
19. End the story with the character making a small but significant step towards healthier relationship behaviors.
20. The character must own a pet that reacts negatively to their distressed emotional states.
21. Introduce a supportive friend who challenges the protagonist's views directly.
22. The narrative should include a moment of tension where the character nearly falls back into old patterns.
23. Ensure the flow of narrative is non-linear but coherent and easy to follow."
37,Write a 500 word story about a character learning that his concept of love is unhealthy.,31,"1. The character must be in their late twenties and have at least three failed relationships in the past.
2. The story should start in a therapist's office where the character is seeking advice.
3. Include at least two flashbacks that reveal pivotal moments in previous relationships.
4. The character must have a misconception that love is entirely self-sacrificial.
5. Introduce a minor character who exemplifies a healthier concept of love.
6. The dialogue between the main character and the therapist should constitute at least 30% of the story.
7. Each flashback must correlate directly with advice the therapist provides.
8. The setting must change three times: the therapist's office, the character's home, and a public place where one of the past relationships unfolded.
9. The character should have a hobby that metaphorically mirrors their flawed view of love (e.g., overwatering plants).
10. Include a scene where the character observes a couple displaying healthy relationship dynamics.
11. The story must incorporate the use of symbolic objects that represent the character’s growth or lack thereof.
12. Use at least three different literary devices (e.g., metaphor, simile, personification) to depict emotions.
13. The character’s epiphany about their unhealthy love concept must come through an unintended interaction.
14. The character must face a situation that temptingly mirrors their old habits of love.
15. The story must include an external conflict that pressures the character to revert to their old understanding of love.
16. The dialogue must contain subtle foreshadowing of the character's realization.
17. At least one conversation must occur over a significant meal that metaphorically represents the theme of nourishment in relationships.
18. Incorporate a dream sequence that reflects the character's internal struggle with their concept of love.
19. End the story with the character making a small but significant step towards healthier relationship behaviors.
20. The character must own a pet that reacts negatively to their distressed emotional states.
21. Introduce a supportive friend who challenges the protagonist's views directly.
22. The narrative should include a moment of tension where the character nearly falls back into old patterns.
23. Ensure the flow of narrative is non-linear but coherent and easy to follow.
24. The text must mention at least four distinct emotions felt by the protagonist.
25. The conclusion should not resolve all of the character’s issues, but show progress.
26. Include a subtle reference to a well-known love story that contrasts with the protagonist’s journey.
27. Within the story, the character should read a letter or note that challenges their perspective on love.
28. The therapist’s office should contain meaningful decorations that subtly promote themes of self-care and balance.
29. Feature a minor character that serves as a negative example of love similar to the protagonist's old perspective.
30. There should be no direct narration of the character’s thoughts; all inner dilemmas must be presented through actions or dialogue.
31. The public setting scene must involve an innocuous encounter that leads to a significant personal insight."
37,Write a 500 word story about a character learning that his concept of love is unhealthy.,39,"1. The character must be in their late twenties and have at least three failed relationships in the past.
2. The story should start in a therapist's office where the character is seeking advice.
3. Include at least two flashbacks that reveal pivotal moments in previous relationships.
4. The character must have a misconception that love is entirely self-sacrificial.
5. Introduce a minor character who exemplifies a healthier concept of love.
6. The dialogue between the main character and the therapist should constitute at least 30% of the story.
7. Each flashback must correlate directly with advice the therapist provides.
8. The setting must change three times: the therapist's office, the character's home, and a public place where one of the past relationships unfolded.
9. The character should have a hobby that metaphorically mirrors their flawed view of love (e.g., overwatering plants).
10. Include a scene where the character observes a couple displaying healthy relationship dynamics.
11. The story must incorporate the use of symbolic objects that represent the character’s growth or lack thereof.
12. Use at least three different literary devices (e.g., metaphor, simile, personification) to depict emotions.
13. The character’s epiphany about their unhealthy love concept must come through an unintended interaction.
14. The character must face a situation that temptingly mirrors their old habits of love.
15. The story must include an external conflict that pressures the character to revert to their old understanding of love.
16. The dialogue must contain subtle foreshadowing of the character's realization.
17. At least one conversation must occur over a significant meal that metaphorically represents the theme of nourishment in relationships.
18. Incorporate a dream sequence that reflects the character's internal struggle with their concept of love.
19. End the story with the character making a small but significant step towards healthier relationship behaviors.
20. The character must own a pet that reacts negatively to their distressed emotional states.
21. Introduce a supportive friend who challenges the protagonist's views directly.
22. The narrative should include a moment of tension where the character nearly falls back into old patterns.
23. Ensure the flow of narrative is non-linear but coherent and easy to follow.
24. The text must mention at least four distinct emotions felt by the protagonist.
25. The conclusion should not resolve all of the character’s issues, but show progress.
26. Include a subtle reference to a well-known love story that contrasts with the protagonist’s journey.
27. Within the story, the character should read a letter or note that challenges their perspective on love.
28. The therapist’s office should contain meaningful decorations that subtly promote themes of self-care and balance.
29. Feature a minor character that serves as a negative example of love similar to the protagonist's old perspective.
30. There should be no direct narration of the character’s thoughts; all inner dilemmas must be presented through actions or dialogue.
31. The public setting scene must involve an innocuous encounter that leads to a significant personal insight.
32. At least one of the flashbacks must involve a misunderstanding that is pivotal to the relationship’s failure.
33. The character must engage with a piece of art that symbolically represents their transformation.
34. The story must include an impossible choice that reflects the complexity of human relationships.
35. The character should have a recurring phrase or belief that they question throughout the story.
36. There must be a climactic moment that involves the character alone, reflecting on their past and future.
37. The narrative must subtly incorporate the passing of the seasons to symbolize change.
38. The story must use a distinctive narrative voice that shifts subtly as the character grows.
39. Introduce a prop from a past relationship that has a new meaning by the story’s end."
38,Write a 500 word story about an aging athlete who does the impossible.,7,"1. The athlete must be over the age of
2. The story must take place in a country that is not traditionally known for the athlete’s sport.
3. The impossible feat should involve breaking a world record that has stood for over 20 years.
4. Introduce a long-standing rival who is significantly younger than the protagonist.
5. The story must unfold during a major international sports event.
6. Include three specific training setbacks the athlete faces during preparation.
7. The athlete must have a unique, superstitious pre-event ritual that they perform."
38,Write a 500 word story about an aging athlete who does the impossible.,15,"1. The athlete must be over the age of
2. The story must take place in a country that is not traditionally known for the athlete’s sport.
3. The impossible feat should involve breaking a world record that has stood for over 20 years.
4. Introduce a long-standing rival who is significantly younger than the protagonist.
5. The story must unfold during a major international sports event.
6. Include three specific training setbacks the athlete faces during preparation.
7. The athlete must have a unique, superstitious pre-event ritual that they perform.
8. The narration should switch between first-person perspective during the event and third-person for the backstory.
9. The backstory must contain a significant personal loss that fuels the athlete's motivation.
10. Feature a detailed description of the event’s atmosphere, including sounds, crowd reactions, and weather conditions.
11. The athlete should mentor a less experienced athlete who also participates in the event.
12. Incorporate a flashback sequence highlighting a pivotal moment early in the athlete’s career.
13. The narrative should include a conflict with an authoritative figure in the sport.
14. The event coverage in the story must include detailed commentary from a sports journalist.
15. The athlete must overcome a physical injury during the event."
38,Write a 500 word story about an aging athlete who does the impossible.,23,"1. The athlete must be over the age of
2. The story must take place in a country that is not traditionally known for the athlete’s sport.
3. The impossible feat should involve breaking a world record that has stood for over 20 years.
4. Introduce a long-standing rival who is significantly younger than the protagonist.
5. The story must unfold during a major international sports event.
6. Include three specific training setbacks the athlete faces during preparation.
7. The athlete must have a unique, superstitious pre-event ritual that they perform.
8. The narration should switch between first-person perspective during the event and third-person for the backstory.
9. The backstory must contain a significant personal loss that fuels the athlete's motivation.
10. Feature a detailed description of the event’s atmosphere, including sounds, crowd reactions, and weather conditions.
11. The athlete should mentor a less experienced athlete who also participates in the event.
12. Incorporate a flashback sequence highlighting a pivotal moment early in the athlete’s career.
13. The narrative should include a conflict with an authoritative figure in the sport.
14. The event coverage in the story must include detailed commentary from a sports journalist.
15. The athlete must overcome a physical injury during the event.
16. Feature an emotional support character who has been with the athlete throughout their career.
17. The story must end with an unexpected gesture of sportsmanship.
18. Include a scene where the athlete contemplates retirement.
19. The impossible feat should defy a specific scientific analysis previously accepted in the sport.
20. Use a tone that shifts from reflective to exhilarating.
21. In the story, the antagonist (the rival) must attempt a psychological game to disturb the protagonist’s focus.
22. Employ a minor character who doubts the athlete’s ability to achieve the impossible.
23. Provide insights into how the athlete’s training adapts to modern techniques."
38,Write a 500 word story about an aging athlete who does the impossible.,31,"1. The athlete must be over the age of
2. The story must take place in a country that is not traditionally known for the athlete’s sport.
3. The impossible feat should involve breaking a world record that has stood for over 20 years.
4. Introduce a long-standing rival who is significantly younger than the protagonist.
5. The story must unfold during a major international sports event.
6. Include three specific training setbacks the athlete faces during preparation.
7. The athlete must have a unique, superstitious pre-event ritual that they perform.
8. The narration should switch between first-person perspective during the event and third-person for the backstory.
9. The backstory must contain a significant personal loss that fuels the athlete's motivation.
10. Feature a detailed description of the event’s atmosphere, including sounds, crowd reactions, and weather conditions.
11. The athlete should mentor a less experienced athlete who also participates in the event.
12. Incorporate a flashback sequence highlighting a pivotal moment early in the athlete’s career.
13. The narrative should include a conflict with an authoritative figure in the sport.
14. The event coverage in the story must include detailed commentary from a sports journalist.
15. The athlete must overcome a physical injury during the event.
16. Feature an emotional support character who has been with the athlete throughout their career.
17. The story must end with an unexpected gesture of sportsmanship.
18. Include a scene where the athlete contemplates retirement.
19. The impossible feat should defy a specific scientific analysis previously accepted in the sport.
20. Use a tone that shifts from reflective to exhilarating.
21. In the story, the antagonist (the rival) must attempt a psychological game to disturb the protagonist’s focus.
22. Employ a minor character who doubts the athlete’s ability to achieve the impossible.
23. Provide insights into how the athlete’s training adapts to modern techniques.
24. Incorporate the perspective of the athlete’s family watching the event.
25. The athlete must face financial struggles that threaten their ability to compete.
26. Introduce a second antagonist in the form of a biased official.
27. The protagonist must resolve an internal conflict regarding their legacy.
28. Adopt a narrative structure that mirrors the unpredictability of sports.
29. Ensure the climax contains three surprising turns of events.
30. The impossible feat must be achieved in the final moments of the event.
31. Prior to the event, depict a ritual where the athlete visits an important location from their past."
38,Write a 500 word story about an aging athlete who does the impossible.,39,"1. The athlete must be over the age of
2. The story must take place in a country that is not traditionally known for the athlete’s sport.
3. The impossible feat should involve breaking a world record that has stood for over 20 years.
4. Introduce a long-standing rival who is significantly younger than the protagonist.
5. The story must unfold during a major international sports event.
6. Include three specific training setbacks the athlete faces during preparation.
7. The athlete must have a unique, superstitious pre-event ritual that they perform.
8. The narration should switch between first-person perspective during the event and third-person for the backstory.
9. The backstory must contain a significant personal loss that fuels the athlete's motivation.
10. Feature a detailed description of the event’s atmosphere, including sounds, crowd reactions, and weather conditions.
11. The athlete should mentor a less experienced athlete who also participates in the event.
12. Incorporate a flashback sequence highlighting a pivotal moment early in the athlete’s career.
13. The narrative should include a conflict with an authoritative figure in the sport.
14. The event coverage in the story must include detailed commentary from a sports journalist.
15. The athlete must overcome a physical injury during the event.
16. Feature an emotional support character who has been with the athlete throughout their career.
17. The story must end with an unexpected gesture of sportsmanship.
18. Include a scene where the athlete contemplates retirement.
19. The impossible feat should defy a specific scientific analysis previously accepted in the sport.
20. Use a tone that shifts from reflective to exhilarating.
21. In the story, the antagonist (the rival) must attempt a psychological game to disturb the protagonist’s focus.
22. Employ a minor character who doubts the athlete’s ability to achieve the impossible.
23. Provide insights into how the athlete’s training adapts to modern techniques.
24. Incorporate the perspective of the athlete’s family watching the event.
25. The athlete must face financial struggles that threaten their ability to compete.
26. Introduce a second antagonist in the form of a biased official.
27. The protagonist must resolve an internal conflict regarding their legacy.
28. Adopt a narrative structure that mirrors the unpredictability of sports.
29. Ensure the climax contains three surprising turns of events.
30. The impossible feat must be achieved in the final moments of the event.
31. Prior to the event, depict a ritual where the athlete visits an important location from their past.
32. The athlete's diet and its impact on performance should be explored briefly.
33. Attribute part of the athlete’s success to a technological innovation they adopt.
34. Introduce an unexpected environmental challenge during the event.
35. Include a subplot involving media scrutiny of the athlete.
36. The story should incorporate the theme of aging gracefully in competitive sports.
37. Present a critical decision the athlete makes that contrasts strongly with their younger self.
38. The narrative must offer a philosophical quote that summarizes the athlete's journey.
39. Create a build-up that emphasizes the gravity of the sports event beyond the athlete’s personal story."
39,Write a 500 word story about a character learning to love herself before she can love anyone else.,7,"1. The protagonist must start the story having recently ended a tumultuous relationship.
2. Introduce a therapist who plays a crucial role in her journey of self-discovery.
3. The setting should alternate between her home and different local outdoor spots, each representing different stages of her emotional journey.
4. Include a flashback that provides insight into a formative moment from her childhood that affected her self-esteem negatively.
5. The protagonist must adopt a pet that mirrors her emotional development throughout the story.
6. Include at least one scene where the protagonist engages in a creative activity (like painting or writing) that aids her self-expression and self-understanding.
7. The narrative must involve the protagonist receiving heartfelt advice from a stranger that she meets unexpectedly."
39,Write a 500 word story about a character learning to love herself before she can love anyone else.,15,"1. The protagonist must start the story having recently ended a tumultuous relationship.
2. Introduce a therapist who plays a crucial role in her journey of self-discovery.
3. The setting should alternate between her home and different local outdoor spots, each representing different stages of her emotional journey.
4. Include a flashback that provides insight into a formative moment from her childhood that affected her self-esteem negatively.
5. The protagonist must adopt a pet that mirrors her emotional development throughout the story.
6. Include at least one scene where the protagonist engages in a creative activity (like painting or writing) that aids her self-expression and self-understanding.
7. The narrative must involve the protagonist receiving heartfelt advice from a stranger that she meets unexpectedly.
8. The protagonist should have a fear of being alone, which she confronts and overcomes by the end of the story.
9. Document her progress through diary entries which she writes at various points in the story.
10. The character must face a significant challenge or setback roughly halfway through the story that tests her newfound self-respect.
11. Every other paragraph must begin with a sensory description (sight, sound, smell, touch, taste).
12. The character’s environment (her home, workplace, etc.) must metaphorically reflect her inner emotional state.
13. Introduce a supportive friend who, nevertheless, challenges the protagonist’s old ways of thinking.
14. The self-love journey must include a significant change in her daily routine that she sticks to.
15. The story must incorporate three significant dialogues that reveal key aspects of her progress."
39,Write a 500 word story about a character learning to love herself before she can love anyone else.,23,"1. The protagonist must start the story having recently ended a tumultuous relationship.
2. Introduce a therapist who plays a crucial role in her journey of self-discovery.
3. The setting should alternate between her home and different local outdoor spots, each representing different stages of her emotional journey.
4. Include a flashback that provides insight into a formative moment from her childhood that affected her self-esteem negatively.
5. The protagonist must adopt a pet that mirrors her emotional development throughout the story.
6. Include at least one scene where the protagonist engages in a creative activity (like painting or writing) that aids her self-expression and self-understanding.
7. The narrative must involve the protagonist receiving heartfelt advice from a stranger that she meets unexpectedly.
8. The protagonist should have a fear of being alone, which she confronts and overcomes by the end of the story.
9. Document her progress through diary entries which she writes at various points in the story.
10. The character must face a significant challenge or setback roughly halfway through the story that tests her newfound self-respect.
11. Every other paragraph must begin with a sensory description (sight, sound, smell, touch, taste).
12. The character’s environment (her home, workplace, etc.) must metaphorically reflect her inner emotional state.
13. Introduce a supportive friend who, nevertheless, challenges the protagonist’s old ways of thinking.
14. The self-love journey must include a significant change in her daily routine that she sticks to.
15. The story must incorporate three significant dialogues that reveal key aspects of her progress.
16. The time frame of the story should encompass exactly one season of the year.
17. Include a scene where the protagonist is faced with an opportunity to revert to her old ways but chooses not to.
18. Every third dialogue by the protagonist must reveal her insights about self-love.
19. Use a non-linear narrative structure, where the story is partly told through memories.
20. Introduce a minor character who is an unexpected antagonist, challenging the protagonist’s growth.
21. End the story on an open-ended note, where the protagonist has made progress, but still has more to grow.
22. Use a motif of nature (like seasons or weather) symbolizing the protagonist's emotional states.
23. The protagonist must attend a community event that symbolically represents new beginnings."
39,Write a 500 word story about a character learning to love herself before she can love anyone else.,31,"1. The protagonist must start the story having recently ended a tumultuous relationship.
2. Introduce a therapist who plays a crucial role in her journey of self-discovery.
3. The setting should alternate between her home and different local outdoor spots, each representing different stages of her emotional journey.
4. Include a flashback that provides insight into a formative moment from her childhood that affected her self-esteem negatively.
5. The protagonist must adopt a pet that mirrors her emotional development throughout the story.
6. Include at least one scene where the protagonist engages in a creative activity (like painting or writing) that aids her self-expression and self-understanding.
7. The narrative must involve the protagonist receiving heartfelt advice from a stranger that she meets unexpectedly.
8. The protagonist should have a fear of being alone, which she confronts and overcomes by the end of the story.
9. Document her progress through diary entries which she writes at various points in the story.
10. The character must face a significant challenge or setback roughly halfway through the story that tests her newfound self-respect.
11. Every other paragraph must begin with a sensory description (sight, sound, smell, touch, taste).
12. The character’s environment (her home, workplace, etc.) must metaphorically reflect her inner emotional state.
13. Introduce a supportive friend who, nevertheless, challenges the protagonist’s old ways of thinking.
14. The self-love journey must include a significant change in her daily routine that she sticks to.
15. The story must incorporate three significant dialogues that reveal key aspects of her progress.
16. The time frame of the story should encompass exactly one season of the year.
17. Include a scene where the protagonist is faced with an opportunity to revert to her old ways but chooses not to.
18. Every third dialogue by the protagonist must reveal her insights about self-love.
19. Use a non-linear narrative structure, where the story is partly told through memories.
20. Introduce a minor character who is an unexpected antagonist, challenging the protagonist’s growth.
21. End the story on an open-ended note, where the protagonist has made progress, but still has more to grow.
22. Use a motif of nature (like seasons or weather) symbolizing the protagonist's emotional states.
23. The protagonist must attend a community event that symbolically represents new beginnings.
24. Physical items from the protagonist’s past must play symbolic roles in the narrative.
25. At least once, the protagonist should be shown working through her feelings through physical exercise.
26. Reflect the protagonist’s emotional shift through a noticeable change in her living space.
27. Introduce at least one dream sequence that helps her confront her subconscious insecurities.
28. Use indirect characterization to portray the protagonist's growth before and after her transformation.
29. The story has to feature at least three conversations the protagonist overhears that affect her perception of herself.
30. The protagonist should have a hobby that she revisits, which serves as a metaphor for her personal growth.
31. There should be subtle references to literary works or quotes about self-love interspersed in the narrative."
39,Write a 500 word story about a character learning to love herself before she can love anyone else.,39,"1. The protagonist must start the story having recently ended a tumultuous relationship.
2. Introduce a therapist who plays a crucial role in her journey of self-discovery.
3. The setting should alternate between her home and different local outdoor spots, each representing different stages of her emotional journey.
4. Include a flashback that provides insight into a formative moment from her childhood that affected her self-esteem negatively.
5. The protagonist must adopt a pet that mirrors her emotional development throughout the story.
6. Include at least one scene where the protagonist engages in a creative activity (like painting or writing) that aids her self-expression and self-understanding.
7. The narrative must involve the protagonist receiving heartfelt advice from a stranger that she meets unexpectedly.
8. The protagonist should have a fear of being alone, which she confronts and overcomes by the end of the story.
9. Document her progress through diary entries which she writes at various points in the story.
10. The character must face a significant challenge or setback roughly halfway through the story that tests her newfound self-respect.
11. Every other paragraph must begin with a sensory description (sight, sound, smell, touch, taste).
12. The character’s environment (her home, workplace, etc.) must metaphorically reflect her inner emotional state.
13. Introduce a supportive friend who, nevertheless, challenges the protagonist’s old ways of thinking.
14. The self-love journey must include a significant change in her daily routine that she sticks to.
15. The story must incorporate three significant dialogues that reveal key aspects of her progress.
16. The time frame of the story should encompass exactly one season of the year.
17. Include a scene where the protagonist is faced with an opportunity to revert to her old ways but chooses not to.
18. Every third dialogue by the protagonist must reveal her insights about self-love.
19. Use a non-linear narrative structure, where the story is partly told through memories.
20. Introduce a minor character who is an unexpected antagonist, challenging the protagonist’s growth.
21. End the story on an open-ended note, where the protagonist has made progress, but still has more to grow.
22. Use a motif of nature (like seasons or weather) symbolizing the protagonist's emotional states.
23. The protagonist must attend a community event that symbolically represents new beginnings.
24. Physical items from the protagonist’s past must play symbolic roles in the narrative.
25. At least once, the protagonist should be shown working through her feelings through physical exercise.
26. Reflect the protagonist’s emotional shift through a noticeable change in her living space.
27. Introduce at least one dream sequence that helps her confront her subconscious insecurities.
28. Use indirect characterization to portray the protagonist's growth before and after her transformation.
29. The story has to feature at least three conversations the protagonist overhears that affect her perception of herself.
30. The protagonist should have a hobby that she revisits, which serves as a metaphor for her personal growth.
31. There should be subtle references to literary works or quotes about self-love interspersed in the narrative.
32. Incorporate a recurring symbol (like a broken mirror being repaired) throughout the story to represent self-reflection and reconstruction.
33. Every 50 words, the writing style should subtly shift to reflect the protagonist's emotional changes.
34. The final scene must occur in a setting that has been mentioned metaphorically earlier in the narrative.
35. The protagonist must make a significant personal sacrifice that symbolizes her commitment to self-love.
36. Story must not explicitly state the protagonist's age, leaving it abstract to make her more universally relatable.
37. Throughout the story, the protagonist should meet three characters who each reflect different aspects of love.
38. The story must include a subtle subtext contrasting societal expectations of love with the protagonist's personal journey.
39. Use a minimalistic dialogue approach where every word spoken carries deeper emotional weight."
